timestamp,open,high,low,close,volume
2023-09-29 19:18:00,171.2550,171.3250,171.2400,171.3100,1164
2023-09-29 19:17:00,171.2500,171.2800,171.2350,171.2550,64
2023-09-29 19:16:00,171.2200,171.2500,171.2200,171.2350,24
2023-09-29 19:15:00,171.2500,171.3000,171.2200,171.2600,202
2023-09-29 19:14:00,171.2800,171.3500,171.2500,171.2800,529
2023-09-29 19:13:00,171.2800,171.2900,171.2500,171.2500,1022
2023-09-29 19:12:00,171.2800,171.3050,171.2800,171.2900,135
2023-09-29 19:11:00,171.2800,171.3300,171.2700,171.2800,16
2023-09-29 19:10:00,171.2800,171.2900,171.2700,171.2900,4
2023-09-29 19:09:00,171.3100,171.3100,171.2500,171.2900,285
2023-09-29 19:08:00,171.2950,171.3300,171.2800,171.3300,8
2023-09-29 19:07:00,171.2800,171.2800,171.2500,171.2500,193
2023-09-29 19:06:00,171.3200,171.3200,171.2700,171.2800,150
2023-09-29 19:05:00,171.2850,171.3400,171.2850,171.2850,25
2023-09-29 19:04:00,171.3000,171.3400,171.2300,171.3400,36
2023-09-29 19:03:00,171.2400,171.3000,171.2200,171.3000,141
2023-09-29 19:02:00,171.3000,171.3500,171.2600,171.2850,282
2023-09-29 19:01:00,171.2900,171.3000,171.2800,171.2800,25
2023-09-29 19:00:00,171.2500,171.2800,171.2500,171.2800,4
2023-09-29 18:59:00,171.3000,171.3000,171.2400,171.3000,556
2023-09-29 18:58:00,171.2550,171.2980,171.2300,171.2650,1382
2023-09-29 18:57:00,171.3150,171.3150,171.2800,171.2800,385
2023-09-29 18:56:00,171.3150,171.3500,171.2800,171.3500,519
2023-09-29 18:55:00,171.3850,171.3850,171.3100,171.3100,3176
2023-09-29 18:54:00,171.4350,171.4400,171.3700,171.3850,2857
2023-09-29 18:53:00,171.4300,171.4350,171.4300,171.4350,7
2023-09-29 18:52:00,171.4700,171.5400,171.4000,171.4000,3453
2023-09-29 18:51:00,171.5000,171.5000,171.5000,171.5000,2
2023-09-29 18:50:00,171.5000,171.5070,171.4700,171.4700,15
2023-09-29 18:49:00,171.5000,171.5500,171.4500,171.5000,525
2023-09-29 18:48:00,171.5000,171.5500,171.5000,171.5000,702
2023-09-29 18:47:00,171.4700,171.5200,171.4700,171.5190,77
2023-09-29 18:46:00,171.4700,171.5300,171.4700,171.4850,6
2023-09-29 18:45:00,171.4800,171.5400,171.4600,171.4950,48
2023-09-29 18:44:00,171.4800,171.5000,171.4800,171.4950,17
2023-09-29 18:43:00,171.4950,171.5400,171.4500,171.4950,22
2023-09-29 18:42:00,171.5400,171.5400,171.4500,171.4950,55
2023-09-29 18:41:00,171.5100,171.5100,171.4950,171.4950,2
2023-09-29 18:40:00,171.4950,171.5400,171.4600,171.4950,103
2023-09-29 18:39:00,171.4950,171.5370,171.4500,171.5000,36
2023-09-29 18:38:00,171.5000,171.5000,171.4800,171.4950,10
2023-09-29 18:37:00,171.4500,171.5000,171.4500,171.5000,405
2023-09-29 18:36:00,171.5400,171.5400,171.4950,171.4950,5
2023-09-29 18:35:00,171.4800,171.5400,171.4800,171.5000,27
2023-09-29 18:34:00,171.4800,171.5400,171.4500,171.4500,98
2023-09-29 18:33:00,171.4700,171.5500,171.4500,171.4500,209
2023-09-29 18:32:00,171.4800,171.4800,171.4500,171.4700,19
2023-09-29 18:31:00,171.5000,171.5000,171.4700,171.5000,37
2023-09-29 18:30:00,171.4750,171.4750,171.4500,171.4700,40
2023-09-29 18:29:00,171.4650,171.4800,171.4500,171.4800,103
2023-09-29 18:28:00,171.4800,171.4800,171.4650,171.4650,107
2023-09-29 18:27:00,171.4700,171.4800,171.4650,171.4650,375
2023-09-29 18:26:00,171.4800,171.4800,171.4700,171.4750,77
2023-09-29 18:25:00,171.4800,171.4800,171.4650,171.4700,316
2023-09-29 18:24:00,171.4800,171.4800,171.4500,171.4600,207
2023-09-29 18:23:00,171.4650,171.4800,171.4650,171.4650,14
2023-09-29 18:22:00,171.4600,171.4750,171.4500,171.4650,68
2023-09-29 18:21:00,171.4800,171.4800,171.4800,171.4800,3
2023-09-29 18:20:00,171.4800,171.4800,171.4800,171.4800,7
